Player_id,Name,Age,Birth_place,Birthdate,Height,Weight,Position
1,Aaron Brooks,30,us,"January 14, 1985",180.0,72.45, G
2,Al Horford,29,do,"June 3, 1986",205.0,110.25, C
3,Al Jefferson,30,us,"January 4, 1985",205.0,130.05, C
4,Alan Anderson,33,us,"October 16, 1982",195.0,99.0, SG
5,Alex Len,22,ua,"June 16, 1993",212.5,117.0, C
6,Alexis Ajinca,27,fr,"May 6, 1988",215.0,111.6, C
7,Al-Farouq Aminu,25,us,"September 21, 1990",202.5,99.0, PF
8,Amir Johnson,28,us,"May 1, 1987",202.5,108.0, C
9,Andre Drummond,22,us,"August 10, 1993",207.5,125.55, C
10,Andre Iguodala,31,us,"January 28, 1984",195.0,96.75, SG
11,Andre Miller,39,us,"March 19, 1976",187.5,90.0, PG
12,Andre Roberson,24,us,"December 4, 1991",197.5,94.5, SG
13,Andrew Bogut,31,au,"November 28, 1984",210.0,117.0, C
14,Anthony Davis,22,us,"March 11, 1993",205.0,113.85, PF
15,Anthony Morrow,30,us,"September 27, 1985",192.5,94.5, SG
16,Aron Baynes,29,nz,"December 9, 1986",205.0,117.0, C
17,Arron Afflalo,30,us,"October 15, 1985",192.5,94.5, G
18,Austin Rivers,23,us,"August 1, 1992",190.0,90.0, PG
19,Avery Bradley,25,us,"November 26, 1990",185.0,81.0, SG
20,Ben McLemore,22,us,"February 11, 1993",192.5,87.75, G
21,Bismack Biyombo,23,cd,"August 28, 1992",202.5,114.75, C
22,Blake Griffin,26,us,"March 16, 1989",205.0,112.95, PF
23,Bojan Bogdanovic,26,ba,"April 18, 1989",200.0,97.2, SF
24,Boris Diaw,33,fr,"April 16, 1982",200.0,112.5, C
25,Bradley Beal,22,us,"June 28, 1993",192.5,93.15, SG
26,Brandon Bass,30,us,"April 30, 1985",200.0,112.5, PF
27,Brandon Knight,24,us,"December 2, 1991",187.5,85.05, PG
28,Brian Roberts,30,us,"December 3, 1985",182.5,77.85, PG
29,Brook Lopez,27,us,"April 1, 1988",210.0,123.75, C
30,Carl Landry,32,us,"September 19, 1983",202.5,111.6, PF
31,Carlos Boozer,34,de,"November 20, 1981",202.5,116.1, PF
32,Caron Butler,35,us,"March 13, 1980",197.5,102.6, SF
33,Chandler Parsons,27,us,"October 25, 1988",205.0,103.5, SF
34,Channing Frye,32,us,"May 17, 1983",207.5,114.75, PF
35,Chase Budinger,27,us,"May 22, 1988",197.5,94.05, SF
36,Chris Andersen,37,us,"July 7, 1978",205.0,110.25, PF
37,Chris Kaman,33,us,"April 28, 1982",210.0,119.25, C
38,Chris Paul,30,us,"May 6, 1985",180.0,78.75, PG
39,CJ McCollum,24,us,"September 19, 1991",190.0,90.0, SG
40,CJ Miles,28,us,"April 18, 1987",195.0,101.25, SF
41,Cole Aldrich,27,us,"October 31, 1988",207.5,112.5, C
42,Corey Brewer,29,us,"March 5, 1986",202.5,83.7, SG
43,Cory Joseph,24,ca,"August 20, 1991",187.5,86.85, PG
44,Courtney Lee,30,us,"October 3, 1985",192.5,90.0, SG
45,D.J. Augustin,28,us,"November 10, 1987",180.0,82.35, PG
46,Damian Lillard,25,us,"July 15, 1990",187.5,87.75, PG
47,Damjan Rudez,29,hr,"June 17, 1986",205.0,102.6, SF
48,Danilo Gallinari,27,it,"August 8, 1988",205.0,101.25, SF
49,Danny Green,28,us,"June 22, 1987",195.0,96.75, SG
50,Dante Cunningham,28,us,"April 22, 1987",200.0,103.5, SF
51,Dante Exum,20,au,"July 13, 1995",195.0,85.5, PG
52,Darrell Arthur,27,us,"March 25, 1988",202.5,105.75, F
53,David West,35,us,"August 29, 1980",202.5,112.5, F
54,DeAndre Jordan,27,us,"July 21, 1988",207.5,119.25, C
55,DeMar DeRozan,26,us,"August 7, 1989",197.5,99.45, SG
56,DeMarcus Cousins,25,us,"August 13, 1990",207.5,121.5, C
57,DeMarre Carroll,29,us,"July 27, 1986",200.0,96.75, SF
58,Dennis Schroder,22,de,"September 15, 1993",182.5,77.4, PG
59,Derrick Favors,24,us,"July 15, 1991",205.0,119.25, PF
60,Devin Harris,32,us,"February 27, 1983",187.5,86.4, PG
61,Dewayne Dedmon,26,us,"August 12, 1989",210.0,110.25, C
62,Dirk Nowitzki,37,de,"June 19, 1978",210.0,110.25, PF
63,Donatas Motiejunas,25,lt,"September 20, 1990",210.0,99.9, PF
64,Draymond Green,25,us,"March 4, 1990",197.5,103.5, PF
65,Ed Davis,26,us,"June 5, 1989",205.0,108.0, PF
66,Elfrid Payton,21,us,"February 22, 1994",190.0,83.25, PG
67,Enes Kanter,23,ch,"May 20, 1992",207.5,110.25, C
68,Eric Bledsoe,26,us,"December 9, 1989",182.5,85.5, PG
69,Eric Gordon,27,us,"December 25, 1988",190.0,96.75, SG
70,Ersan Ilyasova,28,tr,"May 15, 1987",205.0,105.75, PF
71,Evan Fournier,23,fr,"October 29, 1992",197.5,92.25, SG
72,Evan Turner,26,ng,"October 21, 1989",207.5,114.75, SG
73,Gerald Green,29,us,"January 26, 1986",197.5,92.25, SG
74,Gerald Henderson,28,us,"December 9, 1987",192.5,96.75, SG
75,Giannis Antetokounmpo,21,gr,"December 6, 1994",207.5,99.9, PF
76,Glen Davis,29,us,"January 1, 1986",202.5,130.05, PF
77,Goran Dragic,29,si,"May 6, 1986",187.5,85.5, PG
78,Gordon Hayward,25,us,"March 23, 1990",200.0,101.7, SF
79,Gorgui Dieng,25,sn,"January 18, 1990",207.5,108.45, C
80,Greg Monroe,25,us,"June 4, 1990",207.5,119.25, C
81,Greivis Vasquez,28,ve,"January 16, 1987",195.0,97.65, PG
82,Harrison Barnes,23,us,"May 30, 1992",200.0,94.5, SF
83,Ian Mahinmi,29,fr,"November 5, 1986",207.5,112.5, C
84,Iman Shumpert,25,us,"June 26, 1990",192.5,99.0, SG
85,Isaiah Thomas,26,us,"February 7, 1989",172.5,83.25, PG
86,J.J. Barea,31,pr,"June 26, 1984",180.0,83.25, PG
87,Jae Crowder,25,us,"July 6, 1990",195.0,105.75, PF
88,Jamal Crawford,35,us,"March 20, 1980",192.5,90.0, SG
89,Jameer Nelson,33,us,"February 9, 1982",180.0,85.5, G
90,James Ennis III,25,us,"July 1, 1990",197.5,94.5, SF
91,James Harden,26,us,"August 26, 1989",192.5,99.0, PG
92,James Johnson,28,us,"February 20, 1987",202.5,112.5, PF
93,Jared Dudley,30,us,"July 10, 1985",197.5,101.25, SF
94,Jared Sullinger,23,us,"March 4, 1992",202.5,117.0, C
95,Jarrett Jack,32,us,"October 28, 1983",187.5,90.0, G
96,Jason Maxiell,32,us,"February 18, 1983",197.5,117.0, PF
97,Jeff Green,29,us,"August 28, 1986",202.5,105.75, SF
98,Jeff Teague,27,us,"June 10, 1988",185.0,83.7, PG
99,Jerami Grant,21,us,"March 12, 1994",200.0,94.5, SF
100,Jeremy Lin,27,us,"August 23, 1988",187.5,90.0, PG
101,Jerryd Bayless,27,us,"August 20, 1988",187.5,90.0, PG
102,Jimmy Butler,26,us,"September 14, 1989",197.5,99.0, SG
103,JJ Hickson,27,us,"September 4, 1988",202.5,108.9, C
104,JJ Redick,31,us,"June 24, 1984",190.0,85.5, SG
105,Joakim Noah,30,us,"February 25, 1985",207.5,103.5, C
106,Jodie Meeks,28,us,"August 21, 1987",190.0,94.5, SG
107,Joe Ingles,28,au,"October 2, 1987",200.0,101.7, SF
108,Joe Johnson,34,us,"June 29, 1981",197.5,108.0, G
109,Joey Dorsey,32,us,"December 16, 1983",200.0,120.6, PF
110,John Henson,25,us,"December 28, 1990",207.5,103.05, F
111,Jon Leuer,26,us,"May 14, 1989",205.0,102.6, PF
112,Jonas Jerebko,28,se,"March 2, 1987",205.0,103.95, PF
113,Jonas Valanciunas,23,lt,"May 6, 1992",210.0,119.25, C
114,Jordan Clarkson,23,us,"June 7, 1992",192.5,87.3, PG
115,Jordan Hill,28,us,"July 27, 1987",205.0,105.75, C
116,JR Smith,30,us,"September 9, 1985",195.0,101.25, SG
117,Justin Holiday,26,us,"April 5, 1989",195.0,83.25, SF
118,Kawhi Leonard,24,us,"June 29, 1991",197.5,103.5, SF
119,Kelly Olynyk,24,ca,"April 19, 1991",210.0,107.1, PF
120,Kemba Walker,25,us,"May 8, 1990",182.5,77.4, PG
121,Kendrick Perkins,31,us,"November 10, 1984",205.0,121.5, C
122,Kenneth Faried,26,us,"November 19, 1989",200.0,102.6, PF
123,Kent Bazemore,26,us,"July 1, 1989",192.5,90.45, SG
124,Kentavious Caldwell-Pope,22,us,"February 18, 1993",192.5,92.25, SG
125,Kevin Love,27,us,"September 7, 1988",205.0,112.95, PF
126,Kevin Seraphin,26,gf,"December 7, 1989",202.5,128.25, C
127,Khris Middleton,24,us,"August 12, 1991",200.0,105.3, SF
128,Kirk Hinrich,34,us,"January 2, 1981",190.0,85.5, SG
129,KJ McDaniels,22,us,"February 9, 1993",195.0,92.25, F
130,Klay Thompson,25,us,"February 8, 1990",197.5,96.75, SG
131,Kosta Koufos,26,us,"February 24, 1989",210.0,119.25, C
132,Kris Humphries,30,us,"February 6, 1985",202.5,105.75, PF
133,Kyle Korver,34,us,"March 17, 1981",197.5,95.4, SG
134,Kyle Lowry,29,us,"March 25, 1986",182.5,88.2, PG
135,Kyle Singler,27,us,"May 4, 1988",200.0,102.6, F
136,Kyrie Irving,23,au,"March 23, 1992",187.5,86.85, PG
137,LaMarcus Aldridge,30,us,"July 19, 1985",207.5,117.0, C
138,Lance Stephenson,25,us,"September 5, 1990",192.5,103.5, SG
139,Lavoy Allen,26,us,"February 4, 1989",202.5,117.0, F
140,Leandro Barbosa,33,br,"November 28, 1982",187.5,87.3, G
141,LeBron James,31,us,"December 30, 1984",200.0,112.5, SF
142,Lou Williams,29,us,"October 27, 1986",182.5,78.75, SG
143,Luc Mbah a Moute,29,cm,"September 9, 1986",200.0,103.5, PF
144,Luis Scola,35,ar,"April 30, 1980",202.5,108.0, F
145,Luke Babbitt,26,us,"June 20, 1989",202.5,101.25, F
146,Luol Deng,30,ss,"April 16, 1985",202.5,99.0, SF
147,Manu Ginobili,38,ar,"July 28, 1977",195.0,92.25, G
148,Marc Gasol,30,es,"January 29, 1985",212.5,114.75, C
149,Marcin Gortat,31,pl,"February 17, 1984",207.5,108.0, C
150,Marco Belinelli,29,it,"March 25, 1986",192.5,94.5, SG
151,Marcus Morris,26,us,"September 2, 1989",202.5,105.75, PF
152,Marcus Smart,21,us,"March 6, 1994",190.0,99.0, PG
153,Mario Chalmers,29,us,"May 19, 1986",185.0,85.5, G
154,Markieff Morris,26,us,"September 2, 1989",205.0,110.25, PF
155,Marreese Speights,28,us,"August 4, 1987",205.0,114.75, F
156,Marvin Williams,29,us,"June 19, 1986",202.5,106.65, PF
157,Mason Plumlee,25,us,"March 5, 1990",207.5,110.25, PF
158,Matt Barnes,35,us,"March 9, 1980",197.5,101.7, SF
159,Matt Bonner,35,us,"April 5, 1980",205.0,105.75, C
160,Matthew Dellavedova,25,au,"September 8, 1990",190.0,89.1, PG
161,Michael Carter-Williams,24,us,"October 10, 1991",195.0,85.5, PG
162,Mike Conley,28,us,"October 11, 1987",182.5,78.75, PG
163,Mike Dunleavy,35,us,"September 15, 1980",202.5,103.5, SG
164,Mike Scott,27,us,"July 16, 1988",200.0,106.65, PF
165,Miles Plumlee,27,us,"September 1, 1988",207.5,112.05, C
166,Mo Williams,33,us,"December 19, 1982",182.5,89.1, PG
167,Monta Ellis,30,us,"October 26, 1985",187.5,83.25, SG
168,Nerlens Noel,21,us,"April 10, 1994",207.5,102.6, PF
169,Nick Calathes,26,us,"February 7, 1989",195.0,95.85, SG
170,Nick Collison,35,us,"October 26, 1980",205.0,114.75, F
171,Nicolas Batum,27,fr,"December 14, 1988",200.0,90.0, SF
172,Nik Stauskas,22,ca,"October 7, 1993",195.0,92.25, SG
173,Nikola Mirotic,24,me,"February 11, 1991",205.0,99.0, PF
174,Nikola Vucevic,25,ch,"October 24, 1990",210.0,117.0, C
175,Norris Cole,27,us,"October 13, 1988",185.0,78.75, PG
176,O.J. Mayo,28,us,"November 5, 1987",192.5,94.5, SG
177,Omer Asik,29,tr,"July 4, 1986",210.0,114.75, C
178,Omri Casspi,27,il,"June 22, 1988",202.5,101.25, F
179,Otto Porter Jr.,22,us,"June 3, 1993",200.0,89.1, SF
180,Pablo Prigioni,38,ar,"May 17, 1977",187.5,83.25, PG
181,Pau Gasol,35,es,"July 6, 1980",210.0,112.5, C
182,Paul Millsap,30,us,"February 10, 1985",200.0,110.7, PF
183,Paul Pierce,38,us,"October 13, 1977",197.5,105.75, SF
184,Pero Antic,33,mk,"July 29, 1982",207.5,117.0, PF
185,Quincy Acy,25,us,"October 6, 1990",197.5,108.0, F
186,Quincy Pondexter,27,us,"March 10, 1988",197.5,99.0, SF
187,Rajon Rondo,29,us,"February 22, 1986",182.5,83.7, PG
188,Ramon Sessions,29,us,"April 11, 1986",187.5,85.5, G
189,Rasual Butler,36,us,"May 23, 1979",197.5,96.75, SF
190,Ray McCallum,24,us,"June 12, 1991",187.5,85.5, PG
191,Reggie Jackson,25,it,"April 16, 1990",187.5,93.6, PG
192,Richard Jefferson,35,us,"June 21, 1980",197.5,104.85, F
193,Robert Covington,25,us,"December 14, 1990",202.5,96.75, SF
194,Robin Lopez,27,us,"April 1, 1988",210.0,114.75, C
195,Rodney Stuckey,29,us,"April 21, 1986",192.5,94.5, PG
196,Roy Hibbert,29,us,"December 11, 1986",215.0,121.5, C
197,Rudy Gay,29,us,"August 17, 1986",200.0,103.5, SF
198,Rudy Gobert,23,fr,"June 26, 1992",212.5,110.25, C
199,Ryan Anderson,27,us,"May 6, 1988",205.0,108.0, PF
200,Serge Ibaka,26,cg,"September 18, 1989",205.0,105.75, C
201,Shane Larkin,23,us,"October 2, 1992",177.5,78.75, G
202,Shaun Livingston,30,us,"September 11, 1985",197.5,86.4, PG
203,Shawne Williams,24,us,"March 27, 1991",207.5,112.5, SF
204,Solomon Hill,24,us,"March 18, 1991",197.5,101.25, SF
205,Spencer Hawes,27,us,"April 28, 1988",212.5,110.25, PF
206,Stephen Curry,27,us,"March 14, 1988",187.5,85.5, PG
207,Steve Blake,35,us,"February 26, 1980",187.5,77.4, PG
208,Steven Adams,22,nz,"July 20, 1993",210.0,114.75, C
209,Taj Gibson,30,us,"June 24, 1985",202.5,101.25, PF
210,Tarik Black,24,us,"November 22, 1991",202.5,112.5, C
211,Tayshaun Prince,35,us,"February 28, 1980",202.5,95.4, SF
212,Terrence Ross,24,us,"February 5, 1991",197.5,92.7, SG
213,Tim Duncan,39,vi,"April 25, 1976",207.5,112.5, C
214,Tim Hardaway Jr.,23,us,"March 16, 1992",195.0,92.25, G
215,Timofey Mozgov,29,ru,"July 16, 1986",212.5,123.75, C
216,Tobias Harris,23,us,"July 15, 1992",202.5,105.75, SF
217,Tony Allen,33,us,"January 11, 1982",190.0,95.85, SG
218,Tony Parker,33,be,"May 17, 1982",185.0,83.25, PG
219,Tony Snell,24,us,"November 10, 1991",197.5,90.0, SG
220,Trevor Ariza,30,us,"June 30, 1985",200.0,96.75, SF
221,Trevor Booker,28,us,"November 25, 1987",200.0,102.6, F
222,Trey Burke,23,us,"November 12, 1992",182.5,85.95, PG
223,Ty Lawson,28,us,"November 3, 1987",177.5,87.75, G
224,Tyler Hansbrough,30,us,"November 3, 1985",202.5,112.5, PF
225,Tyreke Evans,26,us,"September 19, 1989",195.0,99.0, SG
226,Tyson Chandler,33,us,"October 2, 1982",212.5,108.0, C
227,Udonis Haslem,35,us,"June 9, 1980",200.0,105.75, PF
228,Victor Oladipo,23,us,"May 4, 1992",190.0,94.5, SG
229,Vince Carter,38,us,"January 26, 1977",195.0,99.0, SF
230,Wayne Ellington,28,us,"October 29, 1987",190.0,90.0, SG
231,Wesley Johnson,28,us,"July 11, 1987",197.5,96.75, SF
232,Wesley Matthews,29,us,"October 14, 1986",192.5,99.0, SG
233,Will Barton,24,us,"January 6, 1991",195.0,78.75, SG
234,Wilson Chandler,28,us,"May 10, 1987",200.0,101.25, SF
235,Zach LaVine,20,us,"March 10, 1995",192.5,85.05, PG
236,Zach Randolph,34,us,"July 16, 1981",202.5,117.0, F
237,Zaza Pachulia,31,ge,"February 10, 1984",207.5,121.5, C
