,Post_Id,Userid,Time,Caption,Likes,Name,Comments
139,1.12E+18,252238212,2019/4/9 5:14,RT @KyleKorver: I've been trying to write this for a while. https://t.co/Qkt8aoVtdE,0,JonLeuer30,No comments
140,1.12E+18,293261997,2019/4/24 4:24,_,419,JonasJerebko,@JonasJerebko What a game!
141,1.12E+18,308973177,2019/4/21 12:42,Perfect mentality! __ https://t.co/z0bKezW7qQ,5,J_Goin_HAM,No comments
142,1.12E+18,382967137,2019/4/23 22:55,Gracias-Thank you  #____ #____ @ Michigan https://t.co/zVs3oieGoI,230,JmCalderon,"@JmCalderon No muchos son capaces de rendir y estar preparados siempre q se les necesita.  Como el aÃ±o pasado,  sie_ https://t.co/eXIqHLzMMR"
143,1.12E+18,309516587,2019/4/24 5:02,Welp Dame got 50 on that parking lot shot _____¤­_¤­,27,DSmittyJr,No comments
144,1.12E+18,180990505,2019/4/24 5:04,Unreal @Dame_Lillard,9764,Jrue_Holiday11,No comments
145,1.12E+18,141348806,2019/4/16 21:05,RT @PelicansNBA: Check out @J30_RANDLE's best plays from the 2018-2019 season! https://t.co/Mq6Zs6VK17,0,J30_RANDLE,No comments
146,1.12E+18,487962301,2019/4/20 4:36,RT @AaronfingJ: Whatever they want https://t.co/8USDegWWPb,0,Justin__41,No comments
147,1.12E+18,276661862,2019/4/24 18:45,"RT @MarkMasonPDX: @bosnianbeast27 : The wildest, craziest, wackiest, implausible, improbable, inconceivable, unimaginable, unlikeliest, unb_",0,bosnianbeast27,No comments
148,1.11E+18,281405595,2019/3/30 17:27,RT @cassiuswinston: Crazy _¤ï_____ https://t.co/uGoHgfPFJJ,0,Kjay24k,No comments
149,1.12E+18,270689028,2019/4/11 14:19,Thanks for the memories @DwyaneWade __ #OneLastDance https://t.co/nu0GxkIo4S,574,KellyOlynyk,No comments
150,1.12E+18,226257592,2019/4/8 15:09,"With a couple games left in the regular season, I wanted to show love to the squad by hookin them up with the JBL F_ https://t.co/IzgGVnIEwZ",526,KembaWalker,No comments
151,1.12E+18,29356531,2019/4/8 15:09,"With a couple games left in the regular season, I wanted to show love to the squad by hookin them up with the JBL F_ https://t.co/IzgGVnIEwZ",526,KembaWalker,No comments
152,1.12E+18,493947419,2019/4/24 16:18,RT @ManimalElite: ________big things coming... https://t.co/1Kiwd6WHtG,0,KennethFaried35,No comments
153,1.12E+18,35936474,2019/4/22 20:09,"Meet Jett Serpe Bazemore. You will do great things son. And to his beautiful mother, @serpebazesam, you always find_ https://t.co/AavK53pGai",2315,24Bazemore,@24Bazemore _¥°_¥ï__¥°_¥ï__¥°_¥ï__¥° SO exciting!! Congratulations!!!!
154,1.12E+18,1234015050,2019/4/16 14:24,@JoeRamz22 @RealMcCoy1983 @tersept9357 Who cares what you think or have to say,0,KenyonMartinSr,No comments
155,1.12E+18,217160945,2019/4/19 16:32,RT @boardroom: __verybody knows that PJ Tucker is the king of sneakers_ - @KDTrey5 https://t.co/ynTNzecYK8,0,KDTrey5,No comments
156,1.12E+18,162041294,2019/4/19 10:52,"RT @KGArea21: One year ago today, KG got us hyped for the #NBAPlayoffs__

https://t.co/MtbsdBO3BN",0,KevinGarnett5KG,No comments
157,1.12E+18,78221966,2019/4/24 5:23,RT @channingfrye: @Dame_Lillard has absolutely caught the Holy Ghost!,0,kevinlove,No comments
158,1.12E+18,1703636814,2019/4/24 13:20,"All together, as ONE. Let__ go Palau! __ #FrenchSavage 2.0 #GameDay https://t.co/qDZTBYNy9i",228,french_savage,@french_savage @fcbarcelona_fra @EuroLeague @FCBarcelona Est-ce que tu vas enfin jouer aujourd'hui?
159,1.12E+18,1059194370,2019/4/20 19:39,@abryan__ @dc00mer11 __________,4,KJMcDaniels,No comments
160,1.12E+18,220255322,2019/4/8 17:04,First ever regular season game at Oracle vs last ever regular season game. https://t.co/HTCB5JKwTi,31336,KlayThompson,No comments
161,1.12E+18,66492624,2019/4/24 5:28,Yup https://t.co/az2nrAhvoi,55635,kobebryant,No comments
162,1.12E+18,86651903,2019/4/10 20:21,@Nick_Calathes15 @swish41 Foul _¤·_____ï¸,26,kostakoufos,No comments
163,1.11E+18,47635525,2019/3/29 16:01,Just want to take a second to thank everyone who read and shared my story this week. Means the world. __ https://t.co/KsBi8kkxGS,672,KrisHumphries,No comments
164,1.12E+18,28066436,2019/4/24 15:37,i hate this time of year when everyone knows hoops now and gotta hear everyone__ nonsense on here because they watc_ https://t.co/0ESsgeGQdl,275,KyleAnderson5,@KyleAnderson5 Ayoooo @ItzJean0 swear he Stephen A right now yesterday he said Brooklyn to me lmao
165,1.12E+18,372618047,2019/4/8 15:04,#TeamIsEverything https://t.co/xwHx9fNftv,1550,KyleKorver,No comments
166,1.12E+18,263465785,2019/4/9 0:14,Bringing new meaning to shooting the lights out __ @DGreen_14 #madebygoogle #ad https://t.co/BqTqUHBE3B,549,Klow7,No comments
167,1.11E+18,160574703,2019/4/3 21:15,RT @kylekuzma: @StephensonLance had me _¤£ during our _#SHAZAM promo. Check out some of the bloopers and go see @ShazamMovie in theaters Tomo_,0,StephensonLance,No comments
168,1.12E+18,247901736,2019/4/24 13:54,@charliekbrownjr Big Facts!,2,LangGalloway10,@LangGalloway10 Real rap.
169,1.12E+18,23083404,2019/4/23 16:12,4/20 plus Easter yeezy service...this weekend was Litty #420weekend #Coachella https://t.co/qPf1wIY98O,22,l8show_thegoat,@l8show_thegoat I already know. Coachella was lit... faxxx #hangout #coachellathriller #whoismalekeayce
170,1.12E+18,3027199236,2019/4/8 19:37,"Do or die game! Together we can! Lets go, Playoffs, game day! #BeepBeep

DecisÃ£o, se vocÃª Ã© de Minas vem com a gent_ https://t.co/cHPmBSHivA",20,TheBlurBarbosa,No comments
171,1.12E+18,62203990,2019/4/24 16:45,_¤£_¤£ @schwarzenegger had @djkhaled and I like! _____¤·_____ï¸ At least we can agree on @weareladder for after our workout ____ https://t.co/T4QLlw451u,11554,KingJames,No comments
172,1.11E+18,103642293,2019/4/1 14:17,RIP @NipseyHussle may your music and message live on forever ____,13,Zo_Brown,No comments
173,1.12E+18,117618450,2019/4/24 5:05,Na Dame!!! ________,4872,TeamLou23,No comments
174,1.11E+18,162749920,2019/3/29 21:07,"10,000-hour rule... Practice, practice and practice some more...#HardWorkPaysOff #LAClippers #LucMbahAMoute #Lembo_ https://t.co/0cI8dI7ii9",98,mbahamoute,No comments
175,1.11E+18,24342206,2019/4/1 1:48,Con esta fotaza hago mi Twitter come back. https://t.co/WbuzCkA8PB,13265,LScola4,@LScola4 Que lindo haber visto en vivo y directo la palomita de Manu!!!!!
176,1.12E+18,95649322,2019/4/18 19:00,"RT @SJVear: Remember the Legend
Celebrate the Legacy

25.08.19. 
Jimmy Rogers ______ https://t.co/yVu3Fg0C7q",0,LuolDeng9,No comments
177,1.12E+18,88890284,2019/4/24 18:10,"____Hoy termina el AÃ±o I D__. 
Por ahora todo impecable! Disfrutando mucho de ser solamente un espectador mÃ¡s de este_ https://t.co/NyS3CA6h7L",2582,manuginobili,@manuginobili https://t.co/E3dD3tOSdR
178,1.12E+18,143203547,2019/4/24 13:22,@mfeter Gratulacje !!!!,3,Mgortat,No comments
179,1.12E+18,543954514,2019/4/24 15:15,"RT @spurs: The Professional in rhythm __

__ @FOXSportsSW | @NBATV https://t.co/FXgMqqHCaZ",0,marcobelinelli,No comments
180,1.12E+18,261310317,2019/4/24 5:05,Wow!!,939,MookMorris2,No comments
181,1.12E+18,57558113,2019/4/23 1:25,RT @YGC36hoops: https://t.co/XGIHJZ9p0T YGC36 Shoot a thon Fundraiser..  Help kids reach their dreams by donating or pledging a certain amo_,0,smart_MS3,No comments
182,1.12E+18,167821244,2019/4/21 16:59,He Has Risen #HappyEaster,5,OfficialMT23,No comments
183,1.11E+18,231550159,2019/4/5 17:47,My guy stack....congrats RT @wojespn: Memphis Grizzlies assistant Jerry Stackhouse has agreed to a six-year contrac_ https://t.co/TmlZ7Mb7LJ,48,mchalmers15,@24Bazemore _¥°_¥ï__¥°_¥ï__¥°_¥ï__¥° SO exciting!! Congratulations!!!!
184,1.12E+18,190059955,2019/4/17 6:55,@DimeUPROXX Stop reaching bro bro...,39,Keefmorris,No comments
185,1.12E+18,114836738,2019/4/24 20:07,All business this weekend @hoopseen @Q4SPORTS @Q4TMSELITE https://t.co/NWwZYKY7vm,8,Mospeights16,No comments
186,1.11E+18,8.17E+17,2019/4/3 18:22,@NintendoAmerica big thanks for the playoff package..Now lets get goldeneye on the switch ! #007 https://t.co/SMINrwQSqp,4,masonplumlee,No comments
187,1.12E+18,188621689,2019/4/24 14:03,@JaredDudley619 @TheNBPA @NBA Great point. These kids are getting terrible advice,75,Matt_Barnes22,No comments
188,1.12E+18,76205861,2019/4/23 23:57,Light your candles @spurs fans __ BIG ONE tonight! #GoSpursGo #SpursFamily https://t.co/vyz0mBSssU,376,mattbonner_15,@french_savage @fcbarcelona_fra @EuroLeague @FCBarcelona Est-ce que tu vas enfin jouer aujourd'hui?
189,1.12E+18,155782494,2019/4/24 5:01,WOW!! That was crazy,378,matthewdelly,No comments
190,1.12E+18,59297233,2019/4/24 17:43,@Jaomock Sheesh ____,6,MeyersLeonard11,No comments
191,1.12E+18,2841545944,2019/4/24 5:03,Nah he__ different no cap,245,MCW1,No comments
192,1.12E+18,2605957470,2019/4/24 17:18,RT @NBA: Mike Conley of the Memphis Grizzlies is nominated for the 2018-19 Seasonlong NBA Cares Community Assist Award presented by @kpthri_,0,mconley11,No comments
193,1.12E+18,143063120,2019/4/13 6:29,"RT @nbagleague: Isaiah Hartenstein (@Ipjh55) (28 PPG, 15.7 RPG) named the 2018-19 #GLeagueFinals MVP for the @RGVVipers! https://t.co/IHLRF_",0,NeneHilario42,No comments
194,1.12E+18,41751665,2019/4/24 21:00,RT @floyd_ebuka: _@SoundCloud_  https://t.co/PnTuciYooV,0,Viiberson,@KyleAnderson5 Lol
195,1.12E+18,78657009,2019/4/21 13:43,RT @VicOladipo: Happy Easter to everyone!! ________ https://t.co/kA2OFg6F7i,0,Nick_Calathes15,No comments
196,1.12E+18,2242915207,2019/4/8 14:57,"This is so well done. Thank you Kyle. RT @PlayersTribune: __ know that, as a white man, I have to hold my fellow wh_ https://t.co/1qhDN7hI1Z",1263,nickcollison4,No comments
197,1.12E+18,164326175,2019/4/23 14:19,"RT @Nanterre92: __ @iamnjohn13 pour le GROS DUNK ______ 

Rendez-vous ce soir _ 20h pour le match face _ Cholet au Palais des Sports de Nanterr_",0,iamnjohn13,No comments
198,1.12E+18,473227811,2019/4/24 6:03,I wanted to see my LA homies on OKC do work this yr but they__l back next yr they just need some shooters ______ ....,6491,NickSwagyPYoung,@LangGalloway10 Real rap.
199,1.12E+18,2423100775,2019/4/24 5:05,That dude is crazy. What a shoot by Dame. And I didn__ get the assist on that one _¤·_____...,4149,nicolas88batum,@l8show_thegoat I already know. Coachella was lit... faxxx #hangout #coachellathriller #whoismalekeayce
200,1.12E+18,333102754,2019/4/23 3:53,4-0 _     #FearTheDeer https://t.co/B5kew1HyBt,4293,threekola,No comments
201,1.12E+18,166304850,2019/4/8 3:10,ORLANDO WE MADE IT!!!!!!,15220,NikolaVucevic,No comments
202,1.12E+18,720637111,2019/4/24 14:02,@Bcube40 ____________,3,pg30_Cole,No comments
203,1.11E+18,92337777,2019/4/2 0:53,Couldn__ choose better. https://t.co/4UZDIson7C,42,Casspi18,No comments
204,1.12E+18,55749605,2019/4/24 13:05,Muchas gracias Marcelo!!. _xitos en tu nuevo camino. Saludos. https://t.co/PBWlhtqgU0,81,PPrigioni9,No comments
205,1.12E+18,48176112,2019/4/21 22:22,Glory to God____________________,2782,patbev21,@LScola4 Que lindo haber visto en vivo y directo la palomita de Manu!!!!!
206,1.12E+18,163559269,2019/4/13 23:32,@ASaigal10 @NBA No cell phones on bench. Results in fine and/or suspension.,33,pdpatt,No comments
207,1.12E+18,53643297,2019/4/24 18:04,@tom_orsborn WOW!!!,52,Patty_Mills,"@manuginobili A disfrutar, aunque una lastima no verte en cancha...
Gracias por escribir en castellano y en inglÃ©s sos un grande"
208,1.12E+18,27115071,2019/4/24 18:46,"@laiabarnes Enhorabona Laia, ets la guanyadora! Espero que el llibre sigui d'ajut al teu exentrenador tant com ell_ https://t.co/H5nLfzvLUh",1,paugasol,No comments
209,1.12E+18,195236021,2019/4/14 2:49,Y__ll think men can just use hotel soap and win? Step up your game with @OldSpice Moisturize with Shea Butter body_ https://t.co/1MX8OAIma5,1621,Yg_Trece,No comments
210,1.12E+18,30245853,2019/4/21 1:06,My bad @JalenRose _____ https://t.co/iKMQmP9SgS,2913,paulpierce34,No comments
211,1.12E+18,64949907,2019/4/15 17:26,"RT @thebig3: ROSTER NEWS: Perry Jones III (@perry_Jones1) has been named Co-Captain of Enemies, making him the youngest player in BIG3 hist_",0,Perry_Jones1,No comments
212,1.12E+18,35675192,2019/4/23 22:28,RT @itsjessicaacy: From the Womb to Walking: A visual love letter to my daughter on her 1st birthday _¤ï_____ https://t.co/SF10RqpsMw,0,QuincyAcy,No comments
213,1.12E+18,45236541,2019/4/24 18:33,RT @leaguefits: dress to impress. #IversonWeek https://t.co/kLMzKIXyry,0,qmillertime,No comments
214,1.12E+18,91225009,2019/4/24 19:30,Raising canes https://t.co/ixC5tsI1wc,6,QuincyPondexter,No comments
215,1.12E+18,68208905,2019/4/21 20:36,Great home win!! @CBBreogan we heard you tonight!!!!!,463,RayMac3,@Mospeights16 __ let__ get it big bro !
216,1.12E+18,266819783,2019/4/24 19:29,Skipping leg day just to run your mouth,106,ReggieBullock35,No comments
217,1.12E+18,1.10E+18,2019/4/21 12:09,Happy Easter __,21,ReggieEvans30,No comments
218,1.11E+18,153133853,2019/3/26 6:00,Prayers up for Nurkic ____,474,Reggie_Jackson,No comments
219,1.12E+18,31451582,2019/4/24 6:36,@loriburkhart @channingfrye Shhhhh_¤«,3,Rjeff24,@matthewdelly https://t.co/SxN3HhZrmv
220,1.12E+18,270092982,2019/4/21 2:32,@moneyoveryou662 @Whoadyy @_Sayeh I need em,0,REALRICKLEDO1,No comments
221,1.12E+18,233810051,2019/4/24 5:02,... now thats a dagger. What a performance. All series long. Salute to a true hooper. __,3657,rickyrubio9,@MCW1 Thanks for bringing extra heart and hustle down the stretch for the magic this season.  You were a huge part_ https://t.co/38Wj8fApLc
222,1.12E+18,48028402,2019/4/14 19:49,"RT @Nike: Never stop chasing your crazy dream. #justdoit 

@TigerWoods https://t.co/q9OV6oGLDN",0,RobbieHummel,No comments
223,1.12E+18,135773677,2019/4/24 5:07,@warrhetty Bruh and then the replay from 5 years ago _¤¦_____ï¸,7,Holla_At_Rob33,No comments
224,1.12E+18,48203492,2019/4/24 18:43,"RT @Derpy_Walcott: So Wally Wests legacy will now include him killing a lot of heroes and doing crazy murderer shit For example: 

Hiding b_",0,rolopez42,No comments
225,1.12E+18,37367041,2019/4/21 21:07,@TimWeeks720 @MIKETUCK15 @SkySports @J_Dyer_Official @iamradzi @Pacers @celtics @LAClippers @warriors @NBA _,2,Ronny_Turiaf,No comments
226,1.12E+18,609548724,2019/4/24 21:37,@SHGames @ramboray Loved the video @ramboray,2,Roy_Meets_World,No comments
227,1.12E+18,35982046,2019/4/18 18:45,"__hose who dare to fail miserably can achieve greatly._
-John F. Kennedy",780,RudyGay,No comments
228,1.12E+18,1340586985,2019/4/24 5:03,__,3881,rudygobert27,No comments
229,1.12E+18,456318344,2019/4/13 23:55,The teleporting Brodie __ #whynot @MountainDew https://t.co/yXtKpDmcDm,4517,russwest44,@nicolas88batum ____
230,1.12E+18,37491129,2019/4/24 5:20,@AP_Payne1 Lmao aye man Russ wanted the smoke and Dame just gamed him something crazy,1,M12terAnderson,@threekola Keep it going! Glad to see you out there and you__e gonna be big in this round!! Go Bucks!
231,1.12E+18,204079463,2019/4/24 21:47,@Hawk _¤£_¤£_¤£,0,TheRyanHollins,No comments
232,1.12E+18,80480330,2019/4/10 14:21,@dre_dawkins Definitely has a chance...,5,RyanKelly34,No comments
233,1.12E+18,39676694,2019/4/24 11:01,Sky__ The Limit!,88,SeanKilpatrick,No comments
234,1.12E+18,92818443,2019/4/24 18:34,The inside story of Kawhi's model face next to @drake  ____ Link to full episode in bio. #howhungryareyou https://t.co/oL3YhYfAlp,483,sergeibaka,No comments
235,1.12E+18,2577244423,2019/4/24 16:15,@cgray209 @MStrooo6 __ I told em what was gonna happen before he shot it. They were talking crazy,284,sdotcurry,No comments
236,1.12E+18,1601532284,2019/4/24 5:04,Dame Is that man sheeshhhhh!!!!!,37,ShabazzMuhammad,No comments
237,1.11E+18,29341990,2019/4/1 15:37,"Ask me if I'm stressing I say hell naw I'm straight
But you can tell the difference cause it's written on my face
Nip ____",165,ShabazzNapier,No comments
238,1.12E+18,2244387744,2019/4/11 16:49,Solid as they come! Congrats James https://t.co/k7H1MGGbJX,112,ShaunLivingston,No comments
239,1.12E+18,133881972,2019/4/19 13:50,"Had to repost this ,Summer around the corner and this looks fun #happyfriday https://t.co/u22CQJcxWC",2,matrix31,No comments
240,1.12E+18,37922674,2019/4/24 20:14,"RT @espn: This is awesome from @Ibra_official.

(via @AdamSerrano) https://t.co/CoZ5x2JeBk",0,Whittington21,No comments
241,1.12E+18,368148234,2019/4/23 20:23,@BobRathbunTV Thanks,1,ShelvinMack,No comments
242,1.12E+18,246106352,2019/4/21 0:07,"RT @baileyocarroll: I traveled 6000 miles to Germany to catch up with Derrick Williams (@DWXXIII ), the second overall pick in the 2011 NBA_",0,solohill,No comments
243,1.12E+18,42562446,2019/4/24 20:18,@Krisplashed @BryanFonsecaNY @NetsDaily Time to increase the gravity bro... _¤·_____ï¸,17,SDinwiddie_25,No comments
244,1.12E+18,165953518,2019/4/23 0:59,@BigHomieMpact @BAAAM92ISBACK Two of the more disgusting things in the world joining forces.,0,spencerhawes00,No comments
245,1.12E+18,73058561,2019/4/17 23:33,I couldn__ be more humbled to be a part of bringing this film to life. It__ been an incredible journey from first r_ https://t.co/DzVlBMBXZ8,18306,StephenCurry30,@RayMac3 @CBBreogan Detroit and Breo Vs Everybody!!!!!!!!!!!!!!!!
246,1.12E+18,241358536,2019/4/24 19:22,"RT @Bucks: Round 2. 

Sunday. Noon. 

#FearTheDeer https://t.co/IhUi3bPlUy",0,stevenovak16,@ReggieBullock35 Amen. And if I die before I wake I pray the Lord my soul to take _____¤ï_
247,1.11E+18,82775356,2019/4/2 7:56,"RT @Timberwolves: No selfies, please.

But you can get your own plush @Target Bullseye tonight, @TajGibson22! https://t.co/rjCdyDWaDO",0,TajGibson22,No comments
248,1.12E+18,231335961,2019/4/24 22:00,"@qxngdomcome Her tweetin behind that screen is a good start, her nd her __arrations_ _¤£_¤£",0,harrison_m_c,No comments
249,1.11E+18,54780126,2019/3/29 13:41,#FBF #BBN  #UK #Wildcats #NBA #NeverGiveUp #houstonrockets__ #HardWorkPaysOff https://t.co/Qr7ubmXgFB,453,TerrenceJones1,No comments
250,1.12E+18,64643728,2019/4/14 22:27,RT @Lee_WESH2: Reaction from @wallstplaza after Augustin go-ahead 3 vs @Raptors #NBAPlayoffs https://t.co/5qO8hdc01F,0,TFlight31,@REALRICKLEDO1 @moneyoveryou662 @Whoadyy I just need to find the plug
251,1.12E+18,119135103,2019/4/24 0:02,"RT @TeamThad21: Aurburn is the latest to offer TTN 2ï¸__0ï¸__2ï¸__0ï¸__ Combo Guard Matthew Murrell (@_iamMM12_).

We are really proud of him as be_",0,yungsmoove21,No comments
252,1.12E+18,1373472306,2019/4/24 10:54,Can__ even see the stars but we still wish .,21,Trobinson0,No comments
253,1.12E+18,93981862,2019/4/22 3:23,RT @joetsai1999: My partners and I have spoken and the entire Nets ownership group support our GM Sean Marks for protesting the wrong calls_,0,tiagosplitter,@Holla_At_Rob33 @dariusgarland22 Can__ wait to see you guys play together next year
254,1.12E+18,233990070,2019/4/10 3:44,"Congratulations to Dirk Nowitzki and Magic Johnson on their magnificent careers, and abrupt retirements.",32,SpursTimDuncan,No comments
255,1.12E+18,289141917,2019/4/24 18:20,"RT @craiggroeschel: No matter what I see, I choose faith.

No matter what I feel, I choose faith.

Even in my doubt, I will lift my hands._",0,Timfraz23,No comments
256,1.12E+18,25015718,2019/4/24 5:10,______ that__ just different Dame!!!,311,T_HardJR,"@Roy_Meets_World @SHGames Thanks my man, hope all has been well __ Lmk if you wanna play some games when you get some free time"
257,1.12E+18,327368956,2019/4/23 2:16,I wanna do somethin special for Raleigh/Durham,1200,TonyWarrenJr,No comments
258,1.12E+18,262172582,2019/4/24 19:56,"RT @PhillyMayor: Proud of our Sixers for so many reasons. Thanks for everything you do for our communities, @tobias31! #NBACommunityAssist_",0,tobias31,No comments
259,1.12E+18,79758113,2019/4/24 21:19,RT @VTBUL: Ð¡ÐµÐ³Ð¾Ð´Ð½_ Ð² Ð¸Ð³_Ðµ _ Â«_Ð¾ÐºÐ¾Â» Ð¢Ð¾Ð½Ð¸ _Ð¾_ÐµÐ½ Ð¿Ð¾Ð¼Ð¾Ð³ Â«_Ð°Ð»ÐµÐ²_Â» Ð¾Ð´Ðµ_Ð¶Ð°__ _ÐµÐºÐ¾_Ð´Ð½__ 14-_ Ð¿Ð¾Ð±ÐµÐ´_ Ð² _Ð¸Ð³Ðµ | Today @TWroten_LOE helped Kalev to set_,0,TWroten_LOE,No comments
260,1.12E+18,26132246,2019/4/23 22:21,"RT @grindcitymedia: On this day in 2012, Tony Allen (@aa000G9) set a @memgrizz record with 8 steals vs. the Cavs. 

TA told Kyrie Irving ""i_",0,aa000G9,No comments
261,1.12E+18,334150573,2019/4/24 0:07,Love my new summer shoes ! Thank you @peaksportsUSA ____ https://t.co/M2HKDn6oLI,438,tonyparker,No comments
262,1.12E+18,66816759,2019/4/24 21:19,RT @VTBUL: Ð¡ÐµÐ³Ð¾Ð´Ð½_ Ð² Ð¸Ð³_Ðµ _ Â«_Ð¾ÐºÐ¾Â» Ð¢Ð¾Ð½Ð¸ _Ð¾_ÐµÐ½ Ð¿Ð¾Ð¼Ð¾Ð³ Â«_Ð°Ð»ÐµÐ²_Â» Ð¾Ð´Ðµ_Ð¶Ð°__ _ÐµÐºÐ¾_Ð´Ð½__ 14-_ Ð¿Ð¾Ð±ÐµÐ´_ Ð² _Ð¸Ð³Ðµ | Today @TWroten_LOE helped Kalev to set_,0,TWroten_LOE,No comments
263,1.12E+18,57698629,2019/4/24 5:05,I like that name https://t.co/LqHQIo8vhs,41,35_Fitz,@SeanKilpatrick Are you out of a job again??!
264,1.12E+18,77115378,2019/4/10 17:25,Changed the Game. Forever a Legend 41.21.1 Salute @swish41 ! https://t.co/rWtjBuBjCA,1174,TreyBurke,@sergeibaka @Drake Blue Steel! __ https://t.co/inO9Wq5oKu
265,1.12E+18,419116136,2019/4/17 20:19,@aguerosergiokun LEGEND! Goalllll,14,RealTristan13,No comments
266,1.12E+18,17980124,2019/4/24 5:01,Wow @Dame_Lillard .. ______.. that__ game..!!!,81,troydaniels,No comments
267,1.12E+18,388014562,2019/4/24 5:01,__________,111,TylerEnnis,No comments
268,1.12E+18,291497363,2019/4/18 17:30,Make sure you go sign up for my newsletter! You get 15% off my gear straight to your inbox when you sign up __ --&gt;_ https://t.co/AxhnXyVV4x,6,TyrekeEvans,No comments
269,1.12E+18,51625402,2019/4/24 5:01,Wow __,446,tysonchandler,No comments
270,1.12E+18,87874905,2019/4/23 15:14,"RT @TheUndefeated: ""If you talk to people that know me, I was one of those kids that could've went the other way."" - Udonis Haslem https://_",0,ThisIsUD,No comments
271,1.12E+18,162869667,2019/4/24 3:49,"RT @DjTexasKing: Back at it with @xvblue12 &amp; @JerellEllis13!

#GoldsGym
#Celsius
#21Savage https://t.co/VFo1Tqov6U",0,xvblue12,No comments
272,1.12E+18,401019575,2019/4/24 12:56,"RT @Dracs1991: Tornem al Palau. 1:1. Fot-li @FCBbasket! ______

__ 24/04 - 21:00h - BarÃ§a - Efes
__ 26/04 - 21:00h - BarÃ§a - Efes

______ @Victor_C_",0,Victor_Claver,No comments
273,1.12E+18,529603839,2019/4/24 5:15,"That was one of the best games I__e seen on tv. Props to both teams! 
#HuluHasLiveSports
#HuluSellout
#NBAPlayoffs
#Ad
@Hulu",438,VicOladipo,@SDinwiddie_25 I'm going to cry when they ruin Marvel with the LGBT and fat chick heroes they seem dead set on shoving in our faces
274,1.12E+18,296502129,2019/4/23 19:58,RT @MEClassicGolf: We were so excited to have Madison and the Williams family out at #MEClassic2019! Thanks to our @Cologuard Celebrity Cha_,0,mrvincecarter15,No comments
275,1.12E+18,307610518,2019/4/22 20:49,RT @SaraEchelberry: happy Easter &amp; thank you Jesus _ºï_ https://t.co/lLcWS4PGDb,0,Wes_D_Johnson,@StephenCurry30 Great movie ! A must see !
276,1.12E+18,180188862,2019/4/11 16:37,Resolute Protector 5 Mode activated. #ConquerYourPassion,88,WillTheThrillB5,No comments
277,1.12E+18,405205681,2019/4/24 20:20,Facts lmao. Followed by pics to recap the moment https://t.co/IpV3LKd2cI,2,willcherry5,No comments
278,1.12E+18,29360150,2019/4/21 23:39,Omg is that Jodie Meeks getting playoff burn in 2019,2,mikefasano01,No comments
279,1.12E+18,473765883,2019/4/23 6:43,"RT @Diddy: Move with strategy, not emotion.",0,wilsonchandler,No comments
,,,,,,,
,,,,,,,
,,,,,,,